gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),25,1849.2,0
Male,0,Yes,Yes,23,Yes,No,Two year,No,Credit card (automatic),19.6,426.65,0
Male,1,Yes,No,27,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.55,1943.9,0
Female,0,No,No,40,Yes,No,Two year,No,Mailed check,20.15,804.85,0
Male,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,0
Male,0,Yes,Yes,39,No,DSL,One year,Yes,Credit card (automatic),25.25,947.75,0
Male,0,Yes,No,72,Yes,Fiber optic,Two year,No,Credit card (automatic),114.45,8375.05,0
Female,0,No,No,1,No,DSL,Month-to-month,Yes,Electronic check,34.7,34.7,1
Female,0,Yes,Yes,63,Yes,DSL,Two year,No,Credit card (automatic),75.55,4707.85,0
Male,0,Yes,Yes,71,Yes,Fiber optic,Two year,Yes,Electronic check,84.8,6152.4,0
Female,0,No,No,42,Yes,No,One year,Yes,Mailed check,20.65,958.1,0
Male,0,No,No,47,Yes,No,Two year,No,Bank transfer (automatic),20.45,943,0
Female,0,Yes,Yes,66,Yes,Fiber optic,One year,Yes,Credit card (automatic),102.45,6615.15,1
Female,0,Yes,No,21,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),104.4,2200.25,1
Male,0,No,No,11,No,DSL,Month-to-month,Yes,Electronic check,35.65,425.1,0
Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.75,99.75,1
Female,1,Yes,No,55,Yes,Fiber optic,Month-to-month,No,Electronic check,90.45,5044.8,0
Male,0,No,No,69,Yes,Fiber optic,Two year,Yes,Credit card (automatic),97.65,6743.55,0
Female,1,No,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,73.85,196.4,0
Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Electronic check,74.4,299.7,1
Male,1,No,No,30,Yes,DSL,Two year,Yes,Credit card (automatic),69.1,2093.9,0
Male,0,No,No,8,Yes,DSL,Month-to-month,Yes,Credit card (automatic),54.75,438.05,0
Male,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),19.7,1421.9,0
Female,0,No,No,17,Yes,No,One year,No,Bank transfer (automatic),19.9,323.15,0
Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,0
Female,0,No,No,51,No,DSL,One year,Yes,Credit card (automatic),56.4,2928.5,0
Female,0,Yes,Yes,6,Yes,No,Two year,No,Mailed check,20.1,100.35,0
Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,94.9,273.2,0
Male,0,Yes,No,30,Yes,DSL,Month-to-month,No,Electronic check,49.9,1441.95,0
Male,0,Yes,No,64,Yes,Fiber optic,One year,No,Bank transfer (automatic),89.45,5692.65,0
Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.05,19.05,0
Male,0,No,No,9,No,DSL,Month-to-month,Yes,Electronic check,45.4,418.8,1
Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.5,19.5,1
Female,0,Yes,No,7,Yes,DSL,Month-to-month,Yes,Mailed check,44.25,313.45,0
Female,0,Yes,No,66,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),90.55,6130.95,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.9,69.9,1
Male,0,Yes,Yes,40,Yes,No,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,0
Male,0,No,No,16,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,0
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,1
Male,0,Yes,No,67,Yes,No,Two year,No,Credit card (automatic),24.85,1583.5,0
Female,0,Yes,No,41,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),104.45,4162.05,0
Female,0,Yes,Yes,3,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,1
Female,0,Yes,No,54,Yes,No,Two year,No,Credit card (automatic),20.05,1102.4,0
Female,0,No,No,50,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),89.7,4304.5,0
Male,0,Yes,No,27,Yes,DSL,One year,No,Credit card (automatic),48.7,1421.75,0
Male,0,Yes,Yes,54,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),79.95,4362.05,0
Male,0,No,No,20,Yes,No,Month-to-month,No,Mailed check,19.4,415.4,0
Male,0,Yes,Yes,50,Yes,DSL,One year,No,Bank transfer (automatic),54.9,2614.1,0
Male,0,No,No,58,Yes,No,Two year,Yes,Credit card (automatic),24.45,1513.6,0
Male,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,0
Female,0,Yes,No,58,Yes,Fiber optic,One year,Yes,Credit card (automatic),110.65,6526.65,0
Female,0,Yes,No,71,Yes,Fiber optic,Two year,Yes,Credit card (automatic),115.15,8078.1,0
Male,0,Yes,No,71,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,0
Female,1,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Electronic check,113.2,4689.5,1
Male,1,No,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.5,1201.15,1
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,79,143.65,1
Female,0,Yes,Yes,68,Yes,No,Two year,Yes,Bank transfer (automatic),19.35,1292.65,0
Male,0,Yes,Yes,1,Yes,DSL,Month-to-month,Yes,Mailed check,48.75,48.75,0
Male,1,Yes,No,72,Yes,No,Two year,Yes,Bank transfer (automatic),25,1802.55,0
Female,0,No,No,28,Yes,DSL,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,0
Male,0,Yes,Yes,72,Yes,No,Two year,No,Credit card (automatic),24.75,1859.1,0
Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.65,71.65,1
Female,1,Yes,No,42,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),105.2,4599.15,0
Female,0,Yes,No,57,Yes,No,Two year,Yes,Bank transfer (automatic),19.6,1134.25,0
Female,0,No,No,12,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),78.1,947.3,1
Female,0,Yes,Yes,71,Yes,DSL,Two year,No,Mailed check,91.05,6293.75,0
Female,0,Yes,No,19,Yes,Fiber optic,Month-to-month,No,Mailed check,89.65,1761.05,1
Female,0,Yes,No,23,Yes,DSL,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,0
Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.7,973.25,1
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,0
Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Mailed check,69.7,1490.4,0
Female,0,No,No,36,No,DSL,Two year,Yes,Mailed check,53.1,1901.25,0
Male,0,Yes,Yes,72,Yes,DSL,Two year,No,Credit card (automatic),64.45,4720,0
Male,0,Yes,Yes,36,Yes,No,Two year,No,Credit card (automatic),25.1,930.95,0
Female,0,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.15,1676.95,1
Male,1,Yes,No,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85,2642.05,1
Female,0,Yes,Yes,71,Yes,Fiber optic,One year,Yes,Credit card (automatic),95.15,6770.85,0
Female,1,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.35,1835.3,0
Male,0,Yes,No,17,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),96.65,1588.25,0
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,75.5,75.5,0
Female,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),20.5,1502.25,0
Male,1,Yes,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),98.35,6929.4,0
Male,0,Yes,Yes,60,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,0
Female,0,Yes,No,6,Yes,DSL,Month-to-month,No,Mailed check,45.65,323.45,0
Male,1,Yes,No,32,Yes,Fiber optic,Month-to-month,No,Electronic check,85.3,2661.1,1
Female,0,No,Yes,31,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,1
Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,1
Female,0,Yes,Yes,45,No,DSL,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,0
Male,0,No,No,42,Yes,No,One year,No,Electronic check,25.05,949.85,0
Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.85,572.45,0
Female,1,Yes,No,22,Yes,DSL,Month-to-month,Yes,Mailed check,63.55,1381.8,0
Male,1,Yes,No,57,No,DSL,Month-to-month,Yes,Electronic check,44.85,2572.95,1
Male,1,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,45.1,45.1,1
Male,0,No,No,1,Yes,No,Month-to-month,No,Bank transfer (automatic),20.05,20.05,1
Female,0,No,No,4,Yes,No,Two year,Yes,Credit card (automatic),25.3,116.95,0
Male,0,Yes,Yes,65,Yes,Fiber optic,Two year,No,Bank transfer (automatic),108.65,6937.95,1
Female,0,Yes,Yes,71,Yes,No,Two year,No,Credit card (automatic),19.7,1415.85,0
Male,0,Yes,No,59,Yes,DSL,One year,No,Credit card (automatic),66.4,3958.2,0
Male,0,No,No,69,No,DSL,One year,Yes,Bank transfer (automatic),35.75,2492.25,0
Male,0,No,No,19,Yes,No,One year,No,Mailed check,18.8,279.2,0
Female,0,Yes,Yes,55,Yes,No,Two year,No,Credit card (automatic),19.4,1083,0
Male,0,No,No,10,Yes,DSL,Month-to-month,Yes,Electronic check,45.55,402.6,1
Female,1,Yes,No,47,Yes,DSL,Month-to-month,Yes,Credit card (automatic),67.45,3252,0
Female,0,Yes,No,2,No,DSL,Month-to-month,Yes,Electronic check,35.1,68.75,1
Female,0,Yes,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.2,1441.1,1
Male,0,No,No,52,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.35,4338.6,1
Male,0,Yes,Yes,71,Yes,No,Two year,No,Mailed check,19.45,1378.45,0
Male,0,Yes,No,6,Yes,No,One year,No,Mailed check,25.1,171,0
Male,1,No,No,48,Yes,Fiber optic,One year,Yes,Electronic check,99,4744.35,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,83.75,247.25,1
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,0
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,45.55,45.55,0
Female,0,Yes,Yes,41,Yes,No,Two year,No,Bank transfer (automatic),19.7,804.25,0
Female,0,Yes,No,43,Yes,DSL,Two year,No,Credit card (automatic),86.45,3574.5,0
Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),114.1,8086.4,0
Male,0,Yes,No,47,Yes,Fiber optic,One year,Yes,Credit card (automatic),95.2,4563,0
Male,0,No,No,72,Yes,DSL,Two year,No,Credit card (automatic),88.55,6362.35,0
Male,0,Yes,Yes,29,Yes,DSL,Month-to-month,Yes,Mailed check,60.2,1834.15,0
Female,1,Yes,No,35,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,1
Male,0,No,No,27,Yes,DSL,One year,No,Bank transfer (automatic),55.45,1477.65,0
Female,1,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,45.1,45.1,1
Male,1,No,No,4,No,DSL,Month-to-month,Yes,Credit card (automatic),50.95,207.35,0
Male,0,No,Yes,16,Yes,DSL,Month-to-month,Yes,Electronic check,69.1,1083.7,0
Female,0,Yes,No,46,No,DSL,Month-to-month,Yes,Electronic check,43.95,2007.85,0
Male,0,No,Yes,68,Yes,DSL,Two year,Yes,Bank transfer (automatic),86.5,5882.75,0
Male,0,No,No,38,Yes,DSL,Month-to-month,No,Electronic check,69.95,2657.55,0
Male,1,Yes,No,30,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,1
Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0
Male,0,Yes,Yes,4,Yes,No,Two year,No,Mailed check,19.9,76.65,0
Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,92,266.8,0
Male,0,No,No,56,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.45,5124.6,1
Female,0,No,No,7,Yes,DSL,Month-to-month,Yes,Electronic check,78.5,571.05,0
Male,0,Yes,Yes,7,Yes,No,One year,No,Mailed check,20.65,150,0
Female,0,No,No,65,Yes,Fiber optic,One year,Yes,Electronic check,95.5,6153.85,0
Female,0,No,No,3,Yes,DSL,Month-to-month,No,Electronic check,64.6,174.2,0
Male,0,No,No,24,Yes,DSL,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,0
Female,1,Yes,No,72,Yes,DSL,Two year,No,Credit card (automatic),89.1,6352.4,0
Male,0,No,No,24,Yes,DSL,Month-to-month,No,Electronic check,54.95,1348.5,0
Male,0,Yes,Yes,37,Yes,No,Two year,No,Bank transfer (automatic),19.8,726.1,0
Female,1,Yes,Yes,22,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,0
Male,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.8,4872.45,1
Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.05,81.05,0
Male,0,No,No,3,Yes,No,Month-to-month,Yes,Electronic check,20.5,76.95,0
Female,0,Yes,No,53,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),111.8,5809.75,0
Male,0,No,No,20,Yes,No,One year,Yes,Mailed check,19.7,415.9,0
Female,0,Yes,No,51,Yes,DSL,One year,Yes,Bank transfer (automatic),60.5,3145.15,0
Female,0,Yes,Yes,13,Yes,No,Two year,No,Mailed check,19.55,265.3,0
Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.9,20.9,0
Male,0,No,Yes,1,Yes,No,Month-to-month,Yes,Mailed check,21.05,21.05,0
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0
Male,0,No,Yes,8,No,DSL,Month-to-month,No,Mailed check,25.5,215.2,1
Female,0,Yes,Yes,71,Yes,No,Two year,No,Bank transfer (automatic),20.5,1500.95,0
Male,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,0
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,80.75,159.45,1
Female,0,Yes,Yes,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,0
Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.35,75.35,1
Female,0,No,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),101.3,7261.25,0
Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,0
Male,1,No,No,24,Yes,DSL,Month-to-month,No,Credit card (automatic),54.8,1291.3,0
Female,0,No,No,60,No,DSL,Two year,No,Electronic check,53.6,3237.05,0
Female,0,No,No,20,Yes,No,One year,Yes,Credit card (automatic),19.35,433.75,0
Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.95,825.7,1
Male,0,No,No,21,Yes,No,Two year,No,Mailed check,19.6,390.4,0
Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.55,93.55,1
Male,1,No,No,31,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.7,2845.15,0
Female,0,No,No,57,Yes,DSL,Two year,No,Mailed check,69.75,3894.4,0
Male,0,No,Yes,14,Yes,No,Month-to-month,No,Mailed check,19.95,268.4,0
Male,0,Yes,No,27,Yes,DSL,One year,No,Mailed check,80.85,2204.35,0
Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,1
Female,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,1
Female,0,Yes,Yes,35,No,DSL,Two year,Yes,Credit card (automatic),46.35,1662.05,0
Female,1,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.75,1350.15,1
Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.55,1329.15,0
Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),105.65,6717.9,0
Female,0,Yes,No,2,No,DSL,Month-to-month,No,Electronic check,44.6,97.1,1
Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Mailed check,89.85,2165.05,1
Male,0,No,No,5,Yes,DSL,Month-to-month,No,Electronic check,47.15,223.15,1
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.2,181.1,1
Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.75,4533.7,1
Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0
Female,0,Yes,Yes,28,Yes,DSL,Month-to-month,No,Mailed check,49.9,1410.25,0
Male,0,Yes,No,38,Yes,No,Two year,No,Bank transfer (automatic),20.4,743.5,0
Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,45.3,45.3,1
Male,0,Yes,No,52,Yes,DSL,One year,Yes,Mailed check,75.4,3865.45,0
Male,0,Yes,Yes,62,Yes,Fiber optic,Two year,No,Mailed check,108.15,6825.65,0
Female,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81,371.65,1
Male,0,No,No,12,Yes,Fiber optic,One year,No,Electronic check,95.7,1184,0
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),116.85,8477.7,0
Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Electronic check,88.15,1390.6,1
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.6,70.6,0
Male,0,Yes,No,71,Yes,DSL,Two year,No,Bank transfer (automatic),90.55,6404,0
Male,0,No,No,7,Yes,No,Two year,No,Mailed check,19.45,165.35,0
Female,1,No,No,28,Yes,DSL,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,0
Male,1,No,No,16,Yes,Fiber optic,Month-to-month,No,Electronic check,69.65,1043.3,0
Male,0,No,No,7,Yes,No,One year,No,Mailed check,19.5,128.6,0
Female,0,No,Yes,1,No,DSL,Month-to-month,No,Mailed check,24.7,24.7,0
Female,0,Yes,No,69,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.4,5869.4,0
Female,0,Yes,Yes,69,Yes,No,Two year,No,Mailed check,19.4,1346.2,0
Male,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,1
Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,0
Male,0,No,No,72,Yes,DSL,Two year,No,Bank transfer (automatic),86.65,6224.8,0
Male,0,Yes,Yes,71,Yes,DSL,Two year,No,Electronic check,90.35,6325.25,0
Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,No,Electronic check,48.7,340.25,1
Female,0,No,No,66,Yes,No,Two year,Yes,Credit card (automatic),25.15,1683.6,0
Female,0,Yes,Yes,30,Yes,No,One year,No,Bank transfer (automatic),19.55,608.5,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.6,95.6,1
Female,0,No,No,49,Yes,DSL,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,1
Female,1,No,No,43,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,1
Male,1,No,No,56,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.05,5594,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Electronic check,71.35,71.35,1
Male,0,Yes,Yes,16,Yes,DSL,One year,Yes,Mailed check,55.85,857.8,0
Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,0
Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),69.75,69.75,1
Female,1,Yes,No,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.2,2931,1
Male,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,No,Electronic check,80.85,1400.85,1
Female,0,No,No,4,No,DSL,Month-to-month,Yes,Electronic check,33.65,137.85,1
Female,0,No,No,50,No,DSL,Two year,No,Credit card (automatic),39.7,1932.75,0
Female,0,Yes,Yes,48,No,DSL,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,0
Male,0,Yes,No,72,Yes,DSL,Two year,No,Credit card (automatic),79.55,5810.9,0
Male,0,No,Yes,10,Yes,No,Month-to-month,No,Credit card (automatic),24.8,223.9,0
Female,0,No,No,18,Yes,No,Month-to-month,No,Mailed check,19.65,391.7,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.95,79.95,1
Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.05,811.65,0
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Mailed check,90.75,174.75,0
Male,0,Yes,No,69,Yes,Fiber optic,One year,No,Bank transfer (automatic),99.5,6841.45,0
Female,0,Yes,No,37,Yes,Fiber optic,One year,Yes,Electronic check,99.2,3754.6,1
Male,1,Yes,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.2,834.7,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Electronic check,75.25,242,1
Female,0,No,No,3,Yes,No,Month-to-month,No,Electronic check,20.2,65.95,0
Male,0,Yes,Yes,30,Yes,No,Two year,No,Mailed check,21.25,711.9,0
Male,0,Yes,Yes,45,Yes,Fiber optic,One year,Yes,Credit card (automatic),95,4368.85,0
Female,0,No,No,71,Yes,Fiber optic,Two year,Yes,Electronic check,118.65,8477.6,0
Female,0,Yes,Yes,72,No,DSL,Two year,No,Bank transfer (automatic),64.45,4528,0
Male,0,Yes,No,40,No,DSL,One year,Yes,Electronic check,42.35,1716.45,1
Male,0,Yes,Yes,41,Yes,DSL,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.3,75.3,1
Male,0,No,No,51,Yes,Fiber optic,One year,Yes,Electronic check,94.8,4837.6,1
Male,0,Yes,Yes,42,No,DSL,Two year,No,Credit card (automatic),48.15,2032.3,0
Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.15,20.15,0
Female,0,No,No,56,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,0
Male,0,No,Yes,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91,1430.05,0
Male,0,Yes,Yes,12,Yes,No,Two year,Yes,Bank transfer (automatic),25.4,313,0
Female,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),86.15,2745.7,1
Male,0,Yes,Yes,16,Yes,No,Month-to-month,No,Electronic check,20.15,341.35,0
Male,0,No,No,3,Yes,DSL,Month-to-month,Yes,Mailed check,50.5,147.75,0
Male,0,No,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,72.9,818.45,0
Female,0,No,No,62,Yes,Fiber optic,One year,Yes,Credit card (automatic),115.05,7133.45,0
Male,0,No,No,18,Yes,No,Month-to-month,No,Electronic check,19,348.8,0
Female,0,Yes,Yes,57,Yes,DSL,Two year,Yes,Electronic check,84.5,4845.4,0
Female,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0
Male,0,Yes,No,28,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),96.6,2684.35,0
Male,0,Yes,Yes,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),101.1,6994.8,0
Male,1,Yes,No,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.25,1233.65,1
Female,0,Yes,No,62,Yes,DSL,Two year,No,Mailed check,81,4985.9,0
Female,0,No,No,1,Yes,DSL,Month-to-month,No,Credit card (automatic),43.95,43.95,0
Female,0,No,No,30,Yes,Fiber optic,Month-to-month,No,Electronic check,85.15,2555.9,1
Male,1,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),102.65,7550.3,0
Male,1,Yes,No,71,Yes,Fiber optic,Two year,Yes,Credit card (automatic),95.5,6707.15,0
Female,0,Yes,Yes,50,Yes,DSL,One year,Yes,Credit card (automatic),84.15,4164.4,0
Male,0,Yes,Yes,56,Yes,Fiber optic,Two year,Yes,Electronic check,103.2,5873.75,0
Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.55,179.25,1
Male,0,Yes,No,71,Yes,Fiber optic,Two year,Yes,Electronic check,116.25,8564.75,0
Male,0,Yes,No,71,Yes,DSL,Two year,No,Credit card (automatic),84.2,5956.85,0
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.3,91.3,1
Female,0,Yes,No,28,Yes,No,One year,No,Mailed check,25.55,672.2,0
Female,0,Yes,Yes,17,Yes,DSL,One year,Yes,Mailed check,61.95,1070.7,0
Female,0,No,No,19,Yes,DSL,One year,No,Electronic check,58.2,1045.25,0
Male,0,Yes,Yes,67,Yes,Fiber optic,One year,Yes,Electronic check,111.3,7482.1,1
Male,0,Yes,No,8,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0
Female,0,No,No,69,Yes,Fiber optic,Two year,No,Electronic check,104,7028.5,0
Female,0,Yes,Yes,12,Yes,No,Two year,No,Credit card (automatic),25.25,274.7,0
Female,0,Yes,No,70,No,DSL,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0
Female,0,Yes,Yes,66,Yes,DSL,Two year,No,Credit card (automatic),89.9,5958.85,0
Female,0,Yes,Yes,71,Yes,DSL,Two year,Yes,Credit card (automatic),82,5999.85,0
Male,1,No,No,20,Yes,Fiber optic,Month-to-month,No,Electronic check,89.95,1648.45,0
Female,0,Yes,Yes,71,Yes,DSL,Two year,No,Credit card (automatic),64.05,4492.9,0
Male,1,Yes,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.45,1233.4,1
Male,0,No,No,33,No,DSL,One year,Yes,Electronic check,39.1,1309,0
Female,1,Yes,No,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.45,7349.35,0
Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,No,Electronic check,70.5,294.2,0
Male,0,Yes,Yes,45,Yes,No,Two year,No,Mailed check,20.35,929.2,0
Male,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70,740,1
Male,0,No,No,54,Yes,DSL,Month-to-month,Yes,Mailed check,69.9,3883.3,0
Male,0,Yes,Yes,23,Yes,DSL,Two year,No,Mailed check,59.7,1414.2,0
Male,1,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,71.45,371.6,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.85,95.85,0
Female,0,Yes,Yes,67,No,DSL,Two year,No,Credit card (automatic),35.7,2545.7,0
Female,1,Yes,Yes,72,Yes,DSL,Two year,Yes,Credit card (automatic),89.55,6448.85,0
